symbol,signal_date,entry_date,entry_price,status,exit_date,exit_price,quantity,net_pnl,net_return,signal_score,original_rank,model_version,monthly_score,weekly_score,daily_score,reason
KHC,2025-09-24,2025-09-25,25.569462417667573,closed,2025-10-06,24.003555,391.0,-631.6528501183302,-0.06318007037836684,34.375,1,cr056-policy-2.0.0-candidate,25.0,28.125,75.0,stop
EBS,2025-09-25,2025-09-26,8.87,skipped,,,,,,39.5833,1,cr056-policy-2.0.0-candidate,50.0,28.125,31.25,cash_or_whole_share_insufficient
WST,2025-09-30,2025-10-01,263.3968313609904,closed,2025-10-23,307.511644,37.0,1611.1244540549985,0.16531673497609717,17.7083,1,cr056-policy-2.0.0-candidate,6.25,28.125,31.25,target
VVX,2025-10-01,2025-10-02,58.05,closed,2025-11-04,53.416125,172.0,-816.1986734999999,-0.08174575581395348,40.2344,1,cr056-policy-2.0.0-candidate,56.25,19.921875,32.8125,stop
VTRS,2025-10-02,2025-10-03,9.831442394504418,skipped,,,,,,40.1042,1,cr056-policy-2.0.0-candidate,37.5,32.8125,62.5,cash_or_whole_share_insufficient
PEP,2025-10-02,2025-10-03,138.18067095365544,skipped,,,,,,35.4167,2,cr056-policy-2.0.0-candidate,25.0,37.5,62.5,cash_or_whole_share_insufficient
HUM,2025-10-03,2025-10-06,281.34305435975614,skipped,,,,,,41.1458,1,cr056-policy-2.0.0-candidate,34.375,43.75,56.25,cash_or_whole_share_insufficient
TROW,2025-10-07,2025-10-08,102.09129361179362,closed,2025-10-31,96.077205,97.0,-602.5889397093235,-0.06085001855327413,39.5833,1,cr056-policy-2.0.0-candidate,37.5,37.5,50.0,stop
GPRE,2025-10-07,2025-10-08,10.03,closed,2025-10-10,9.07041,997.0,-975.754338769999,-0.09757631206380847,27.6042,2,cr056-policy-2.0.0-candidate,31.25,23.4375,25.0,stop
DAL,2025-10-09,2025-10-10,59.281488169798195,closed,2025-12-05,66.5767,168.0,1204.451411861377,0.12093747750557544,21.3542,1,cr056-policy-2.0.0-candidate,12.5,14.0625,62.5,time_40d
ZBH,2025-10-15,2025-10-16,98.724995356285,closed,2025-11-05,89.935756,101.0,-906.7679108717716,-0.09093847080206273,25.0,1,cr056-policy-2.0.0-candidate,12.5,18.75,75.0,stop_gap
LIVN,2025-10-16,2025-10-17,53.94,closed,2025-11-06,50.394555,185.0,-675.2092176750001,-0.0676636921579533,38.5417,1,cr056-policy-2.0.0-candidate,37.5,28.125,62.5,stop
SYNA,2025-10-16,2025-10-17,69.07,closed,2025-11-07,65.212655,144.0,-574.7943823199978,-0.057791047560445716,23.9583,2,cr056-policy-2.0.0-candidate,18.75,18.75,50.0,stop
DHT,2025-10-17,2025-10-20,10.621524671052631,skipped,,,,,,38.0208,1,cr056-policy-2.0.0-candidate,37.5,39.0625,37.5,cash_or_whole_share_insufficient
WMS,2025-10-17,2025-10-20,141.08114742376443,skipped,,,,,,25.7812,2,cr056-policy-2.0.0-candidate,26.5625,9.375,56.25,cash_or_whole_share_insufficient
MTX,2025-10-21,2025-10-22,61.53535997355809,skipped,,,,,,29.1667,1,cr056-policy-2.0.0-candidate,18.75,28.125,62.5,cash_or_whole_share_insufficient
DCH,2025-10-22,2025-10-23,6.21,skipped,,,,,,47.9167,1,cr056-policy-2.0.0-candidate,56.25,37.5,43.75,cash_or_whole_share_insufficient
PVH,2025-10-22,2025-10-23,85.16855081929381,skipped,,,,,,30.2083,2,cr056-policy-2.0.0-candidate,31.25,18.75,50.0,cash_or_whole_share_insufficient
BXP,2025-10-23,2025-10-24,71.8273495820976,closed,2025-11-05,66.59614,139.0,-746.3789969634778,-0.07475749979528738,47.9167,1,cr056-policy-2.0.0-candidate,50.0,37.5,62.5,stop
AEO,2025-10-23,2025-10-24,16.408606397103195,closed,2025-11-25,19.545159,609.0,1888.2646920373197,0.18896174132418028,34.375,2,cr056-policy-2.0.0-candidate,50.0,9.375,37.5,target
ESI,2025-10-23,2025-10-24,26.159370129870133,skipped,,,,,,27.3438,3,cr056-policy-2.0.0-candidate,20.3125,32.8125,37.5,cash_or_whole_share_insufficient
SWKS,2025-10-23,2025-10-24,74.1151873987034,skipped,,,,,,22.9167,4,cr056-policy-2.0.0-candidate,12.5,18.75,62.5,cash_or_whole_share_insufficient
APA,2025-10-24,2025-10-27,23.616906726649532,skipped,,,,,,16.6667,1,cr056-policy-2.0.0-candidate,12.5,9.375,43.75,cash_or_whole_share_insufficient
PLAB,2025-10-27,2025-10-28,23.74,skipped,,,,,,23.9583,1,cr056-policy-2.0.0-candidate,18.75,18.75,50.0,cash_or_whole_share_insufficient
BIIB,2025-10-27,2025-10-28,150.01,skipped,,,,,,21.875,2,cr056-policy-2.0.0-candidate,12.5,28.125,37.5,cash_or_whole_share_insufficient
JD,2025-10-28,2025-10-29,33.838635564610016,skipped,,,,,,43.2292,1,cr056-policy-2.0.0-candidate,50.0,23.4375,62.5,cash_or_whole_share_insufficient
FANG,2025-10-29,2025-10-30,140.2517900668308,skipped,,,,,,27.0833,1,cr056-policy-2.0.0-candidate,12.5,43.75,37.5,cash_or_whole_share_insufficient
AMR,2025-10-29,2025-10-30,163.46,skipped,,,,,,20.8333,2,cr056-policy-2.0.0-candidate,18.75,18.75,31.25,cash_or_whole_share_insufficient
KURA,2025-10-30,2025-10-31,10.48,skipped,,,,,,13.5417,1,cr056-policy-2.0.0-candidate,12.5,0.0,43.75,cash_or_whole_share_insufficient
MNKD,2025-10-31,2025-11-03,5.6,closed,2025-11-10,5.2,1785.0,-733.278,-0.07335714285714286,40.625,1,cr056-policy-2.0.0-candidate,43.75,28.125,56.25,stop_gap
EH,2025-10-31,2025-11-03,18.36,skipped,,,,,,40.1042,2,cr056-policy-2.0.0-candidate,31.25,45.3125,56.25,cash_or_whole_share_insufficient
MGA,2025-10-31,2025-11-03,45.833877410188755,skipped,,,,,,32.2917,3,cr056-policy-2.0.0-candidate,31.25,37.5,25.0,cash_or_whole_share_insufficient
ALKS,2025-11-07,2025-11-10,32.89,closed,2025-11-12,27.97,304.0,-1514.1814400000003,-0.15143995135299487,34.375,1,cr056-policy-2.0.0-candidate,31.25,37.5,37.5,stop_gap
ONTO,2025-11-10,2025-11-11,140.34,closed,2025-11-14,124.91,71.0,-1114.3627499999989,-0.1118373236425822,36.9792,1,cr056-policy-2.0.0-candidate,50.0,18.75,34.375,stop_gap
AAON,2025-11-11,2025-11-12,104.58388132105057,closed,2025-11-13,94.78701,95.0,-949.6430101753051,-0.09558109802489799,27.0833,1,cr056-policy-2.0.0-candidate,18.75,37.5,31.25,stop
ARRY,2025-11-11,2025-11-12,9.32,closed,2025-11-12,8.388,1072.0,-1018.0869760000012,-0.10190000000000012,23.9583,2,cr056-policy-2.0.0-candidate,31.25,9.375,31.25,stop
VFC,2025-11-12,2025-11-13,15.163255235602096,closed,2025-11-17,13.894985,659.0,-854.9394655770423,-0.08555738564577312,13.5417,1,cr056-policy-2.0.0-candidate,12.5,9.375,25.0,stop
DHR,2025-11-14,2025-11-17,218.26749128107423,open,,,45.0,426.3453552440108,0.04340701939641616,40.625,1,cr056-policy-2.0.0-candidate,37.5,50.0,31.25,
XENE,2025-11-19,2025-11-20,41.36,open,,,241.0,823.8922400000006,0.08265570599613159,22.9167,1,cr056-policy-2.0.0-candidate,18.75,9.375,62.5,
FTV,2025-11-21,2025-11-24,52.69142436141823,open,,,189.0,444.5061164876463,0.0446350472154336,41.6667,1,cr056-policy-2.0.0-candidate,25.0,62.5,50.0,
WK,2025-11-24,2025-11-25,91.23,open,,,109.0,-552.7640699999997,-0.05558730680697137,49.2188,1,cr056-policy-2.0.0-candidate,64.0625,37.5,28.125,
TECH,2025-11-24,2025-11-25,63.684811693242224,closed,2025-12-15,57.316331,157.0,-1018.8486482418687,-0.10189999253187845,36.4583,2,cr056-policy-2.0.0-candidate,37.5,28.125,50.0,stop
KNX,2025-11-25,2025-11-26,44.62969727074236,closed,2025-12-03,49.469622,224.0,1063.0648918370653,0.10633783557160924,32.8125,1,cr056-policy-2.0.0-candidate,31.25,23.4375,56.25,target
CRNX,2025-11-25,2025-11-26,44.51,open,,,224.0,446.98975999999914,0.0448323972141091,30.599,2,cr056-policy-2.0.0-candidate,31.25,19.921875,50.0,
TECK,2025-11-26,2025-11-28,42.8954020051294,skipped,,,,,,36.4583,1,cr056-policy-2.0.0-candidate,37.5,28.125,50.0,cash_or_whole_share_insufficient
LBRT,2025-12-01,2025-12-02,18.22137231759657,skipped,,,,,,30.4688,1,cr056-policy-2.0.0-candidate,37.5,18.75,32.8125,cash_or_whole_share_insufficient
NTCT,2025-12-03,2025-12-04,27.04,open,,,369.0,-2.5977600000008003,-0.00026035502958587903,33.3333,1,cr056-policy-2.0.0-candidate,37.5,18.75,50.0,
AVY,2025-12-03,2025-12-04,174.30371469478735,skipped,,,,,,18.75,2,cr056-policy-2.0.0-candidate,12.5,18.75,37.5,cash_or_whole_share_insufficient
QCOM,2025-12-03,2025-12-04,172.58040072268426,skipped,,,,,,15.1042,3,cr056-policy-2.0.0-candidate,12.5,14.0625,25.0,cash_or_whole_share_insufficient
VKTX,2025-12-08,2025-12-09,37.86,closed,2025-12-17,34.591685,264.0,-881.9624048399987,-0.08824000752773364,26.3021,1,cr056-policy-2.0.0-candidate,25.0,25.0,32.8125,stop
ICLN,2025-12-11,2025-12-12,16.882719879518067,skipped,,,,,,33.8542,1,cr056-policy-2.0.0-candidate,31.25,23.4375,62.5,cash_or_whole_share_insufficient
TAN,2025-12-11,2025-12-12,49.87,skipped,,,,,,28.6458,2,cr056-policy-2.0.0-candidate,25.0,23.4375,50.0,cash_or_whole_share_insufficient
FICO,2025-12-12,2025-12-15,1845.0,skipped,,,,,,36.4583,1,cr056-policy-2.0.0-candidate,25.0,43.75,56.25,cash_or_whole_share_insufficient
BEAM,2025-12-22,2025-12-23,27.63,open,,,361.0,22.515569999999784,0.0022573289902279915,36.4583,1,cr056-policy-2.0.0-candidate,50.0,18.75,31.25,
